         338383121 function calls (321309617 primitive calls) in 477.753 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:481(get_access)
        3    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/offered_insurance/rule_engine.py:198(_re_get_person_birthdate)
     3529    0.001    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/aggregate.py:71(filter_)
       11    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/lang.py:246(_group)
      244    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/bank_cog/party.py:163(union_models)
      341    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:1164(set_move_field)
        9    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:879(params)
        4    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance/commission.py:362(table_query)
     1777    0.001    0.000    0.001    0.000 /usr/lib/python2.7/calendar.py:97(isleap)
        2    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_event_log/report_engine.py:23(do_generate_event)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1422(dump_to_cached_invoices)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1675(default_currency)
      220    0.001    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
        3    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/rule_engine.py:79(get_person)
        3    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/report/report.py:289(format_currency)
        1    0.000    0.000    0.001    0.001 <string>:1(_validate__ir_session_wizard)
        6    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:1079(on_change_with_end_date)
     4151    0.001    0.000    0.001    0.000 {method 'weekday' of 'datetime.date' objects}
      340    0.001    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/intervaltree/node.py:280(search_overlap)
      169    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_sepa_cog/payment.py:724(_get_origin)
       20    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:53(<lambda>)
        1    0.000    0.000    0.001    0.001 :2(fct__5907918673737002267)
      177    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/table/table.py:839(table_cell_cache)
   212/65    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/fields.py:137(clean_domain)
      681    0.001    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:98(__iter__)
        4    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_statement/statement.py:769(table_query)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:1682(default_currency_digits)
      4/1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:104(get_rated_instances)
      346    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:125(_do_raise)
      4/1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:101(get_rated_instances)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:800(get_groups)
      338    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/model.py:404(__lt__)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/endorsement.py:463(get_definition)
      338    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:576(get_possible_parent_field)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:1755(get_definition)
     2776    0.001    0.000    0.001    0.000 {method 'itervalues' of 'dict' objects}
     1726    0.001    0.000    0.001    0.000 {cStringIO.StringIO}
     1764    0.001    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/aggregate.py:50(distinct)
      372    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/protocols/jsonrpc.py:42(<lambda>)
      169    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/backend/postgresql/database.py:399(<lambda>)
      356    0.001    0.000    0.001    0.000 {method 'as_integer_ratio' of 'float' objects}
     1358    0.001    0.000    0.001    0.000 {_bisect.bisect_left}
      350    0.001    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/intervaltree/interval.py:125(__hash__)
      336    0.001    0.000    0.001    0.000 /usr/lib/python2.7/StringIO.py:139(readline)
      456    0.001    0.000    0.001    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        8    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:64(__init__)
        3    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:132(_compile_source_exec)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/offered.py:51(on_change_with_premium_base)
     3392    0.001    0.000    0.001    0.000 {method 'strip' of 'unicode' objects}
       88    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/party.py:221(menu_order)
        5    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/report/report.py:275(format_date)
      409    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/operators.py:96(__or__)
        8    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/offered.py:475(__init__)
        2    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/sre_parse.py:675(parse)
      244    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_cog/party.py:140(union_models)
        4    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:900(check_option_end_dates)
      344    0.001    0.000    0.001    0.000 {_functools.reduce}
        4    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/distribution/distribution.py:121(search_parents)
        1    0.000    0.000    0.001    0.001 :2(fct_4562985937930923581)
     1583    0.001    0.000    0.001    0.000 {function __getitem__ at 0x7fe26f4741b8}
        9    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:1080(__init__)
        4    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:937(<genexpr>)
        4    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/account.py:1093(table_query)
        8    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/offered.py:453(get_account_for_billing)
       15    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:279(get_value_at_date)
      171    0.001    0.000    0.001    0.000 {round}
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1394(<dictcomp>)
     10/2    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/sre_parse.py:301(_parse_sub)
      704    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:517(union_field)
    96/64    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/party_relationship/party.py:66(convert_from)
      343    0.001    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/dateutil/rrule.py:87(__init__)
      682    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:197(_get_origin)
       88    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/party.py:88(menu_order)
        8    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_sepa_cog/payment.py:820(get_select_fields)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_life/contract.py:60(on_change_with_person)
        1    0.000    0.000    0.001    0.001 /home/nidhal/workspace/coog/trytond/trytond/modules/account_invoice/invoice.py:387(default_currency_digits)
      709    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:190(pyson)
        8    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:992(get_rec_name)
      712    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_date.py:207(convert_frequency_to_month)
     1919    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:863(validate)
      346    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/model.py:101(__init__)
       39    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:867(__init__)
     1382    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/property.py:71(<genexpr>)
     14/5    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/sre_parse.py:379(_parse)
       62    0.000    0.000    0.001    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:581(<genexpr>)
      169    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:483(_get_origin)
      683    0.001    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:131(field_value)
        8    0.000    0.000    0.001    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/dict.py:36(sql_format)
     2068    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       35    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1354(__init__)
     1191    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/modelstorage.py:312(<genexpr>)
       88    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/party.py:102(menu_order)
        1    0.000    0.000    0.000    0.000 <string>:3(<Expression u'cleanup_data(timestamp(template, record))'>)
     1382    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/property.py:94(<genexpr>)
      6/2    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:224(set_applied_on)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/payment.py:324(get_tables)
        2    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:39(__enter__)
       22    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/report_engine_flow/report_engine.py:120(<lambda>)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/payment.py:345(get_select_fields)
        2    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/sre_compile.py:478(_code)
       19    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1811(on_change_with_parent_contract)
      340    0.000    0.000    0.000    0.000 /usr/lib/python2.7/calendar.py:135(getfirstweekday)
      169    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/float.py:53(sql_format)
     1030    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/intervaltree/node.py:488(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/loan.py:354(check_increments)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/offered.py:492(set_line_frequencies)
        6    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/numeric.py:49(_domain_value)
      347    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:247(pyson)
     1726    0.000    0.000    0.000    0.000 {method 'getvalue' of 'cStringIO.StringO' objects}
        2    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/filelock.py:192(acquire)
        2    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:192(search_contract_invoice)
        1    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:588(<lambda>)
      689    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/server_context.py:13(__init__)
      145    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/eval.py:303(lookup_name)
      346    0.000    0.000    0.000    0.000 /usr/lib/python2.7/contextlib.py:12(__init__)
      850    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/model/fields/one2many.py:62(_get_add_remove)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_sepa_cog/payment.py:811(get_query_table)
       31    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1423(__str__)
        2    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/report/report.py:180(get_context)
      172    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_dunning/dunning.py:165(search_active)
       88    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/party.py:173(menu_order)
        1    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:205(get_base_premium_dict)
      340    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_waiver_premium/waiver.py:54(get_waiver_line_detail_fields)
        4    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:838(__str__)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:644(set_parent_from_line)
       15    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1971(<lambda>)
      851    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1386(kwarg_function)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_cog/payment.py:326(<dictcomp>)
      350    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/intervaltree/intervaltree.py:806(<genexpr>)
       15    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:282(<lambda>)
      356    0.000    0.000    0.000    0.000 {math.copysign}
      340    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_waiver_premium/waiver.py:48(get_waiver_line_fields)
      190    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:496(pyson)
       35    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1958(order_start_date)
      678    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission/commission.py:250(_get_origin)
        1    0.000    0.000    0.000    0.000 <string>:88(<Expression u'cleanup_data(format_date(record.contract.subscriber.birth_date, Party.lang))'>)
     22/2    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/sre_compile.py:32(_compile)
      338    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/invoice.py:589(get_possible_rated_entity_field)
       15    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance/contract.py:1008(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/rule_engine.py:77(_re_get_last_increment_date)
     1186    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1387(<lambda>)
       46    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:604(activation_history_base_values)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/premium_insurance/offered.py:76(set_line_frequencies)
       85    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1419(alias)
        2    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:438(_init_loader)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement_loan/endorsement.py:95(<dictcomp>)
       12    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:319(<lambda>)
       10    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/party/address.py:62(order_sequence)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_statement_cog/statement.py:207(_grouped_columns)
        2    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/filelock.py:375(_acquire)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/contract.py:109(same_value)
      338    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission/commission.py:135(get_context_formula)
        1    0.000    0.000    0.000    0.000 <string>:91(<Expression u'cleanup_data(record.contract.product.name if (record.contract.product.name) else "")'>)
       88    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/bank_cog/party.py:187(menu_order)
       35    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/contract.py:341(order_coverage)
       52    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/compat.py:71(build_code_chunk)
        9    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/loan/contract.py:312(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/coog_date.py:83(add_year)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_payment/payment.py:235(get_select_fields)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1986(check_end_date)
     1879    0.000    0.000    0.000    0.000 {method 'span' of '_sre.SRE_Match' objects}
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_invoice/contract.py:1823(same_value)
      454    0.000    0.000    0.000    0.000 {_locale.setlocale}
       49    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/eval.py:522(visit_Str)
      338    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/commission_insurance_rule_engine/rule_engine.py:24(_re_invoice_line_amount)
     1025    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:199(eval)
      171    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/move.py:64(default_extracted)
        1    0.000    0.000    0.000    0.000 <string>:42(<Expression u'cleanup_data(record.contract.subscriber.main_address.line3 if (record.contract.subscriber.main_address.line3) else "")'>)
      908    0.000    0.000    0.000    0.000 {method 'time' of 'datetime.datetime' objects}
      341    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:163(default_state)
      184    0.000    0.000    0.000    0.000 {method 'splitlines' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 <string>:50(<Expression u'cleanup_data(record.contract.subscriber.main_address.street if (record.contract.subscriber.main_address.street) else "")'>)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/contract.py:655(same_value)
      405    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 <string>:66(<Expression u'cleanup_data(record.contract.subscriber.main_address.zip if (record.contract.subscriber.main_address.zip) else "")'>)
      678    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sortedcontainers/sortedlist.py:319(_loc)
        1    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/publi_400.py:10(clear_cache)
      371    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/protocols/jsonrpc.py:88(<lambda>)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/publi_400/report_engine.py:57(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/piga/rule_engine.py:84(_re_get_renunciation_amount)
        1    0.000    0.000    0.000    0.000 <string>:88(<Expression u'cleanup_data(record.contract.subscriber.birth_name or record.contract.subscriber.name if (record.contract.subscriber.birth_name or record.contract.subscriber.name) else "")'>)
      353    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/offered/offered.py:189(init_dict_for_rule_engine)
      341    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:766(default_currency_digits)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_payment_sepa_cog/payment.py:830(get_group_by_clause)
        1    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/ir/model.py:922(get_id)
        1    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:444(_re_today)
        1    0.000    0.000    0.000    0.000 <string>:88(<Expression u'cleanup_data(record.contract.contract_number if (record.contract.contract_number) else "")'>)
        1    0.000    0.000    0.000    0.000 <string>:71(<Expression u'cleanup_data(record.contract.subscriber.main_address.city if record.contract.subscriber.main_address else \' \' if (record.contract.subscriber.main_address.city if record.contract.subscriber.main_address else \' \') else "")'>)
     1408    0.000    0.000    0.000    0.000 /usr/lib/python2.7/copy.py:198(_deepcopy_atomic)
      7/1    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/intervaltree/node.py:56(from_intervals)
      145    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/base.py:206(get)
        1    0.000    0.000    0.000    0.000 <string>:34(<Expression u'cleanup_data(record.contract.subscriber.main_address.name if (record.contract.subscriber.main_address.name) else "")'>)
        1    0.000    0.000    0.000    0.000 <string>:88(<Expression u'cleanup_data(record.contract.subscriber.first_name if (record.contract.subscriber.first_name) else "")'>)
        4    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:943(delete)
        2    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/coog_core/utils.py:44(__exit__)
       14    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_loan_invoice/contract.py:121(_get_key)
        8    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/premium/offered.py:212(set_line_frequencies)
        1    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sortedcontainers/sorteddict.py:58(__init__)
      341    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account/move.py:762(default_state)
        3    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:1790(on_change_with_coverage_family)
       45    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/eval.py:289(globals)
       35    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:1372(partition)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:906(on_change_with_is_sub_status_required)
      356    0.000    0.000    0.000    0.000 {math.isinf}
        4    0.000    0.000    0.000    0.000 {fcntl.flock}
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/endorsement.py:790(get_records_before_application)
      455    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       48    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/pyson.py:405(pyson)
        1    0.000    0.000    0.000    0.000 <string>:58(<Expression u'cleanup_data(record.contract.subscriber.main_address.streetbis if (record.contract.subscriber.main_address.streetbis) else "")'>)
        1    0.000    0.000    0.000    0.000 <string>:82(<Expression u"record.contract.subscriber.gender == 'male'">)
        9    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/endorsement/wizard.py:122(get_methods_for_model)
       11    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/genshi/template/astutil.py:736(visit_Tuple)
        4    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract_insurance_payment/payment.py:226(get_query_table)
        3    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/contract/contract.py:2032(get_possible_end_date)
      244    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/party_cog/party.py:879(union_models)
        1    0.000    0.000    0.000    0.000 <string>:42(<Expression u'record.contract.subscriber and record.contract.subscriber.main_address'>)
        2    0.000    0.000    0.000    0.000 {format}
       88    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/account_cog/party.py:164(menu_order)
      148    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/copy_reg.py:92(__newobj__)
        4    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/local/lib/python2.7/site-packages/sql/__init__.py:796(__init__)
      284    0.000    0.000    0.000    0.000 /home/nidhal/workspace/coog/trytond/trytond/modules/rule_engine/rule_engine.py:1262(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/nidhal/.virtualenvs/coog/lib/python2.7/sre_compile.py:359(_compile_info)
